time_key,year,month,day
T014394,2020,01,24
T014395,2016,03,11
T014396,2015,05,02
T014397,2017,07,15
T014398,2017,02,18
T014399,2019,04,30
T014400,2019,09,18
T014401,2018,07,05
T014402,2020,05,14
T014403,2020,04,01
T014404,2018,02,26
T014405,2017,01,01
T014406,2020,01,03
T014407,2016,11,16
T014408,2020,05,17
T014409,2017,05,22
T014410,2014,10,01
T014411,2020,10,22
T014412,2017,04,05
T014413,2019,07,29
T014414,2019,07,11
T014415,2019,06,23
T014416,2018,06,19
T014417,2016,08,27
T014418,2018,03,21
T014419,2015,01,24
T014420,2019,08,03
T014421,2014,02,18
T014422,2019,12,21
T014423,2019,12,03
T014424,2020,06,13
T014425,2015,04,09
T014426,2017,08,04
T014427,2017,08,07
T014428,2015,05,01
T014429,2016,05,10
T014430,2015,12,10
T014431,2018,11,17
T014432,2014,02,26
T014433,2014,08,28
T014434,2018,08,31
T014435,2019,12,10
T014436,2017,09,11
T014437,2016,03,31
T014438,2015,02,17
T014439,2020,04,09
T014440,2015,06,10
T014441,2019,07,13
T014442,2016,12,05
T014443,2017,04,16
T014444,2020,01,23
T014445,2020,03,06
T014446,2017,11,26
T014447,2015,02,24
T014448,2016,05,16
T014449,2019,07,18
T014450,2014,07,24
T014451,2020,09,10
T014452,2020,05,29
T014453,2015,12,13
T014454,2015,03,01
T014455,2015,01,18
T014456,2020,03,10
T014457,2018,02,04
T014458,2014,03,03
T014459,2018,03,07
T014460,2016,11,04
T014461,2016,04,24
T014462,2018,01,20
T014463,2020,03,16
T014464,2019,12,19
T014465,2018,04,15
T014466,2017,05,28
T014467,2019,01,08
T014468,2020,02,17
T014469,2016,01,14
T014470,2015,10,20
T014471,2016,05,04
T014472,2014,04,03
T014473,2019,05,27
T014474,2014,04,28
T014475,2015,09,20
T014476,2014,06,23
T014477,2019,06,01
T014478,2015,02,14
T014479,2014,04,12
T014480,2020,12,13
T014481,2014,05,22
T014482,2016,08,12
T014483,2020,01,31
T014484,2020,06,08
T014485,2016,11,13
T014486,2020,10,28
T014487,2017,05,23
T014488,2016,05,01
T014489,2017,06,18
T014490,2019,08,23
T014491,2016,10,27
T014492,2016,06,11
T014493,2015,03,23
T014494,2020,12,09
T014495,2016,09,24
T014496,2017,01,25
T014497,2020,06,05
T014498,2018,08,20
T014499,2020,05,22
T014500,2015,08,24
T014501,2015,09,26
T014502,2015,06,23
T014503,2014,03,04
T014504,2019,03,10
T014505,2015,08,18
T014506,2015,11,26
T014507,2019,04,14
T014508,2018,08,17
T014509,2019,07,10
T014510,2014,02,06
T014511,2018,10,12
T014512,2020,08,16
T014513,2017,06,04
T014514,2017,04,21
T014515,2018,07,17
T014516,2019,05,23
T014517,2018,01,22
T014518,2017,12,29
T014519,2017,01,10
T014520,2014,04,12
T014521,2020,06,06
T014522,2020,11,02
T014523,2018,05,09
T014524,2015,06,19
T014525,2019,09,11
T014526,2015,03,26
T014527,2019,11,14
T014528,2019,01,13
T014529,2018,12,04
T014530,2020,02,29
T014531,2018,03,15
T014532,2018,08,22
T014533,2020,10,05
T014534,2016,06,15
T014535,2020,08,29
T014536,2019,06,02
T014537,2016,04,16
T014538,2020,02,12
T014539,2019,06,03
T014540,2014,12,14
T014541,2014,09,02
T014542,2014,09,23
T014543,2017,07,31
T014544,2017,07,08
T014545,2019,08,19
T014546,2018,07,11
T014547,2017,06,10
T014548,2017,07,11
T014549,2018,03,14
T014550,2015,09,22
T014551,2019,04,20
T014552,2019,03,25
T014553,2020,09,14
T014554,2014,08,06
T014555,2017,08,19
T014556,2017,06,25
T014557,2015,09,23
T014558,2019,08,23
T014559,2019,08,15
T014560,2015,09,15
T014561,2016,09,28
T014562,2020,04,12
T014563,2015,04,08
T014564,2015,06,21
T014565,2014,05,04
T014566,2017,10,16
T014567,2020,08,22
T014568,2015,01,30
T014569,2014,04,06
T014570,2018,10,25
T014571,2020,01,30
T014572,2019,10,15
T014573,2020,05,23
T014574,2017,12,31
T014575,2020,04,20
T014576,2017,07,19
T014577,2019,06,20
T014578,2016,01,06
T014579,2019,03,25
T014580,2015,10,15
T014581,2014,04,23
T014582,2017,06,19
T014583,2015,10,24
T014584,2014,06,27
T014585,2016,05,24
T014586,2015,08,08
T014587,2018,01,22
T014588,2019,01,25
T014589,2017,07,29
T014590,2016,08,19
T014591,2017,03,12
T014592,2016,09,16
T014593,2017,11,05
T014594,2018,05,03
T014595,2019,01,02
T014596,2016,03,28
T014597,2014,03,21
T014598,2016,12,15
T014599,2014,09,24
T014600,2020,01,12
T014601,2017,05,14
T014602,2019,12,03
T014603,2018,12,17
T014604,2015,01,02
T014605,2019,07,21
T014606,2015,05,22
T014607,2014,03,17
T014608,2015,05,03
T014609,2019,03,03
T014610,2019,05,22
T014611,2015,07,02
T014612,2017,08,15
T014613,2017,12,19
T014614,2014,02,15
T014615,2020,08,02
T014616,2016,07,24
T014617,2018,04,01
T014618,2019,02,02
T014619,2017,08,07
T014620,2016,06,28
T014621,2018,10,22
T014622,2014,11,01
T014623,2018,10,02
T014624,2017,06,06
T014625,2014,02,16
T014626,2015,03,07
T014627,2018,11,24
T014628,2015,02,15
T014629,2018,12,03
T014630,2017,05,21
T014631,2014,03,14
T014632,2019,01,04
T014633,2014,07,24
T014634,2014,08,18
T014635,2020,03,31
T014636,2019,06,22
T014637,2017,04,09
T014638,2017,01,18
T014639,2017,11,28
T014640,2019,04,01
T014641,2014,03,03
T014642,2020,11,23
T014643,2017,03,06
T014644,2017,03,06
T014645,2015,03,27
T014646,2017,11,15
T014647,2018,05,15
T014648,2017,02,06
T014649,2016,11,03
T014650,2015,06,25
T014651,2019,10,07
T014652,2017,11,15
T014653,2019,03,16
T014654,2017,04,18
T014655,2017,06,15
T014656,2020,06,04
T014657,2017,03,05
T014658,2018,07,31
T014659,2020,01,04
T014660,2020,02,03
T014661,2015,05,22
T014662,2020,07,26
T014663,2017,01,10
T014664,2016,05,19
T014665,2015,03,13
T014666,2014,08,09
T014667,2018,05,11
T014668,2019,10,12
T014669,2018,11,15
T014670,2018,01,13
T014671,2017,03,28
T014672,2016,02,11
T014673,2017,01,11
T014674,2020,09,14
T014675,2017,03,18
T014676,2019,09,22
T014677,2014,12,14
T014678,2015,03,01
T014679,2017,11,21
T014680,2014,02,16
T014681,2014,11,24
T014682,2017,07,17
T014683,2017,05,19
T014684,2019,01,02
T014685,2019,07,22
T014686,2020,10,22
T014687,2020,11,14
T014688,2019,10,31
T014689,2014,09,05
T014690,2014,05,05
T014691,2016,08,14
T014692,2016,08,06
T014693,2020,07,13
T014694,2014,11,13
T014695,2017,03,21
T014696,2018,09,27
T014697,2017,01,12
T014698,2016,12,23
T014699,2015,02,06
T014700,2014,05,07
T014701,2018,08,23
T014702,2016,07,25
T014703,2018,02,14
T014704,2015,07,23
T014705,2017,05,14
T014706,2018,12,15
T014707,2014,02,19
T014708,2020,03,27
T014709,2016,01,29
T014710,2014,05,02
T014711,2019,08,30
T014712,2020,04,11
T014713,2019,11,01
T014714,2019,01,10
T014715,2019,10,03
T014716,2014,10,13
T014717,2014,02,26
T014718,2016,05,12
T014719,2017,10,01
T014720,2014,03,23
T014721,2016,04,11
T014722,2020,01,18
T014723,2018,04,23
T014724,2015,02,21
T014725,2014,08,26
T014726,2014,04,12
T014727,2015,09,14
T014728,2015,07,13
T014729,2014,10,20
T014730,2016,05,31
T014731,2017,12,01
T014732,2018,08,05
T014733,2015,02,13
T014734,2020,11,10
T014735,2020,12,27
T014736,2015,10,21
T014737,2019,10,03
T014738,2015,06,20
T014739,2020,12,13
T014740,2020,04,04
T014741,2016,06,01
T014742,2016,06,21
T014743,2019,06,22
T014744,2020,07,07
T014745,2018,09,19
T014746,2017,02,06
T014747,2018,10,17
T014748,2018,01,11
T014749,2020,06,20
T014750,2014,04,15
T014751,2017,12,08
T014752,2020,02,15
T014753,2015,07,04
T014754,2015,07,09
T014755,2016,03,21
T014756,2014,09,17
T014757,2018,11,13
T014758,2017,08,05
T014759,2018,03,03
T014760,2014,01,25
T014761,2016,10,23
T014762,2017,04,28
T014763,2014,07,17
T014764,2018,02,02
T014765,2017,06,13
T014766,2019,01,22
T014767,2020,01,25
T014768,2016,12,18
T014769,2018,12,02
T014770,2020,11,17
T014771,2015,01,27
T014772,2020,01,01
T014773,2015,10,23
T014774,2018,05,03
T014775,2017,03,04
T014776,2016,10,05
T014777,2017,11,16
T014778,2017,01,07
T014779,2017,02,17
T014780,2015,02,05
T014781,2019,08,17
T014782,2017,12,27
T014783,2016,01,09
T014784,2018,07,24
T014785,2016,03,16
T014786,2017,11,22
T014787,2020,01,13
T014788,2020,03,19
T014789,2017,12,17
T014790,2019,02,22
T014791,2018,04,01
T014792,2020,05,19
T014793,2018,07,05
T014794,2018,11,21
T014795,2019,01,01
T014796,2020,07,21
T014797,2020,05,22
T014798,2017,03,12
T014799,2016,11,28
T014800,2015,11,11
T014801,2019,11,04
T014802,2015,04,20
T014803,2019,01,13
T014804,2016,12,29
T014805,2016,02,11
T014806,2015,10,07
T014807,2018,04,02
T014808,2014,12,28
T014809,2019,04,19
T014810,2016,02,13
T014811,2019,08,18
T014812,2014,05,28
T014813,2017,06,15
T014814,2019,10,22
T014815,2020,08,15
T014816,2019,11,26
T014817,2017,04,26
T014818,2015,05,12
T014819,2020,03,02
T014820,2016,07,19
T014821,2016,03,26
T014822,2020,06,16
T014823,2015,01,19
T014824,2020,01,11
T014825,2016,03,06
T014826,2020,10,23
T014827,2017,12,05
T014828,2014,07,11
T014829,2017,08,11
T014830,2016,11,19
T014831,2014,09,30
T014832,2015,08,02
T014833,2020,04,22
T014834,2018,02,14
T014835,2015,11,25
T014836,2017,08,05
T014837,2018,12,13
T014838,2019,03,04
T014839,2020,03,24
T014840,2020,01,26
T014841,2015,02,05
T014842,2016,09,08
T014843,2018,09,04
T014844,2016,12,06
T014845,2016,12,24
T014846,2017,03,13
T014847,2017,09,23
T014848,2016,07,05
T014849,2018,04,05
T014850,2020,05,19
T014851,2018,04,12
T014852,2017,10,12
T014853,2016,03,17
T014854,2015,10,10
T014855,2018,04,14
T014856,2014,12,04
T014857,2016,06,05
T014858,2015,10,20
T014859,2020,10,02
T014860,2018,12,15
T014861,2016,06,07
T014862,2020,10,08
T014863,2020,02,09
T014864,2016,07,09
T014865,2019,06,04
T014866,2017,12,29
T014867,2015,03,15
T014868,2018,09,26
T014869,2014,12,17
T014870,2018,08,07
T014871,2016,09,05
T014872,2018,08,20
T014873,2019,04,06
T014874,2018,04,09
T014875,2019,02,03
T014876,2014,12,26
T014877,2014,07,11
T014878,2019,12,07
T014879,2019,11,07
T014880,2014,02,19
T014881,2019,04,17
T014882,2014,01,25
T014883,2015,05,19
T014884,2017,05,20
T014885,2017,11,14
T014886,2014,09,28
T014887,2017,04,05
T014888,2014,11,25
T014889,2019,07,31
T014890,2020,04,22
T014891,2018,04,17
T014892,2020,06,18
T014893,2018,04,06
T014894,2014,09,28
T014895,2018,02,26
T014896,2020,06,23
T014897,2015,10,05
T014898,2014,03,31
T014899,2020,11,17
T014900,2020,06,20
T014901,2016,01,29
T014902,2020,12,30
T014903,2019,11,20
T014904,2015,10,08
T014905,2017,04,20
T014906,2016,10,15
T014907,2016,07,25
T014908,2015,04,11
T014909,2020,10,12
T014910,2020,08,20
T014911,2017,03,11
T014912,2019,11,19
T014913,2016,11,19
T014914,2014,12,07
T014915,2016,07,23
T014916,2017,11,26
T014917,2018,11,26
T014918,2020,09,08
T014919,2019,01,20
T014920,2017,02,14
T014921,2019,08,20
T014922,2014,07,15
T014923,2016,06,10
T014924,2018,11,17
T014925,2018,12,22
T014926,2018,01,06
T014927,2015,11,26
T014928,2016,05,31
T014929,2017,08,04
T014930,2020,09,06
T014931,2019,07,31
T014932,2018,01,11
T014933,2017,07,13
T014934,2016,08,09
T014935,2017,06,08
T014936,2020,02,10
T014937,2018,04,22
T014938,2015,06,14
T014939,2014,12,26
T014940,2018,01,08
T014941,2019,07,30
T014942,2016,05,17
T014943,2020,09,18
T014944,2018,11,05
T014945,2020,03,24
T014946,2016,05,19
T014947,2020,11,10
T014948,2017,02,12
T014949,2018,02,11
T014950,2019,02,18
T014951,2020,03,17
T014952,2018,08,27
T014953,2015,02,14
T014954,2014,11,27
T014955,2016,07,15
T014956,2014,01,28
T014957,2020,12,26
T014958,2014,05,06
T014959,2018,05,10
T014960,2014,05,02
T014961,2015,11,05
T014962,2019,12,12
T014963,2018,05,26
T014964,2019,04,07
T014965,2015,10,07
T014966,2019,01,11
T014967,2020,02,23
T014968,2020,06,25
T014969,2018,03,30
T014970,2020,05,11
T014971,2016,11,22
T014972,2018,05,16
T014973,2018,01,12
T014974,2021,01,10
T014975,2018,10,26
T014976,2019,10,07
T014977,2017,06,01
T014978,2015,03,26
T014979,2017,12,31
T014980,2019,04,02
T014981,2017,09,11
T014982,2015,07,16
T014983,2019,01,08
T014984,2019,12,08
T014985,2014,12,08
T014986,2015,06,01
T014987,2017,10,06
T014988,2018,08,24
T014989,2019,07,14
T014990,2016,10,15
T014991,2018,06,18
T014992,2016,02,07
T014993,2014,08,22
T014994,2019,02,25
T014995,2016,10,26
T014996,2016,03,15
T014997,2019,07,15
T014998,2015,02,07
T014999,2020,12,24
T015000,2016,08,25
T015001,2015,09,12
T015002,2019,08,17
T015003,2015,01,23
T015004,2020,02,01
T015005,2016,07,09
T015006,2017,01,01
T015007,2018,03,23
T015008,2020,02,25
T015009,2014,10,02
T015010,2016,11,21
T015011,2016,08,23
T015012,2016,09,23
T015013,2016,07,29
T015014,2020,08,27
T015015,2017,07,01
T015016,2015,06,25
T015017,2018,02,15
T015018,2018,11,08
T015019,2019,12,26
T015020,2018,11,10
T015021,2019,06,30
T015022,2017,03,04
T015023,2020,08,22
T015024,2015,07,23
T015025,2014,09,26
T015026,2017,09,11
T015027,2017,04,05
T015028,2016,12,13
T015029,2020,11,22
T015030,2017,11,04
T015031,2016,12,13
T015032,2014,04,13
T015033,2017,03,01
T015034,2017,11,14
T015035,2019,09,10
T015036,2016,06,11
T015037,2016,03,31
T015038,2016,01,20
T015039,2020,01,19
T015040,2020,12,17
T015041,2014,04,28
T015042,2017,03,29
T015043,2020,05,29
T015044,2018,06,21
T015045,2020,09,05
T015046,2014,06,28
T015047,2014,07,14
T015048,2016,04,11
T015049,2019,08,26
T015050,2020,02,20
T015051,2020,09,03
T015052,2018,10,31
T015053,2018,06,17
T015054,2020,01,23
T015055,2017,01,15
T015056,2014,10,05
T015057,2020,08,27
T015058,2018,07,24
T015059,2018,08,10
T015060,2015,02,04
T015061,2019,12,31
T015062,2016,03,01
T015063,2014,07,29
T015064,2020,02,25
T015065,2016,02,28
T015066,2016,11,30
T015067,2014,10,08
T015068,2017,02,17
T015069,2014,09,17
T015070,2015,10,14
T015071,2014,07,10
T015072,2015,12,22
T015073,2019,11,26
T015074,2016,01,20
T015075,2020,01,24
T015076,2018,06,03
T015077,2014,11,04
T015078,2017,05,31
T015079,2020,05,19
T015080,2015,12,12
T015081,2020,10,28
T015082,2017,04,30
T015083,2019,10,05
T015084,2014,11,22
T015085,2019,10,20
T015086,2018,08,26
T015087,2019,05,08
T015088,2017,02,17
T015089,2014,08,24
T015090,2016,05,29
T015091,2015,01,20
T015092,2019,02,01
T015093,2015,05,12
T015094,2016,11,28
T015095,2015,02,27
T015096,2014,05,08
T015097,2015,11,25
T015098,2017,01,10
T015099,2019,08,18
T015100,2020,10,05
T015101,2017,03,12
T015102,2015,05,11
T015103,2017,03,19
T015104,2016,10,15
T015105,2018,10,26
T015106,2015,03,10
T015107,2014,07,21
T015108,2018,03,21
T015109,2015,11,20
T015110,2020,05,02
T015111,2017,01,03
T015112,2018,01,28
T015113,2014,08,19
T015114,2015,03,11
T015115,2020,08,20
T015116,2016,07,20
T015117,2014,10,25
T015118,2018,03,30
T015119,2018,07,24
T015120,2019,06,29
T015121,2020,03,12
T015122,2015,02,01
T015123,2017,05,29
T015124,2016,10,24
T015125,2014,04,20
T015126,2017,08,05
T015127,2016,06,26
T015128,2014,04,23
T015129,2019,12,17
T015130,2020,03,08
T015131,2018,01,11
T015132,2016,05,17
T015133,2019,12,23
T015134,2017,10,02
T015135,2015,08,26
T015136,2020,05,29
T015137,2015,10,11
T015138,2018,03,02
T015139,2016,09,01
T015140,2015,03,26
T015141,2018,12,06
T015142,2015,04,13
T015143,2020,01,07
T015144,2017,04,16
T015145,2014,12,18
T015146,2018,02,08
T015147,2019,04,12
T015148,2016,03,11
T015149,2014,12,29
T015150,2014,10,12
T015151,2014,04,02
T015152,2014,05,29
T015153,2020,05,24
T015154,2019,07,18
T015155,2017,02,07
T015156,2018,10,26
T015157,2020,03,26
T015158,2014,05,08
T015159,2015,02,25
T015160,2017,01,16
T015161,2018,03,06
T015162,2014,12,13
T015163,2015,12,28
T015164,2019,12,24
T015165,2016,11,30
T015166,2020,08,19
T015167,2014,01,25
T015168,2018,12,08
T015169,2016,10,06
T015170,2015,01,10
T015171,2021,01,06
T015172,2015,01,27
T015173,2018,09,19
T015174,2016,04,10
T015175,2018,06,26
T015176,2020,09,21
T015177,2018,06,06
T015178,2015,01,22
T015179,2019,05,28
T015180,2015,03,29
T015181,2017,11,05
T015182,2018,10,12
T015183,2016,08,19
T015184,2020,05,05
T015185,2014,11,29
T015186,2021,01,10
T015187,2016,07,19
T015188,2018,03,25
T015189,2017,04,01
T015190,2018,06,02
T015191,2020,10,26
T015192,2017,07,24
T015193,2020,05,17
T015194,2019,09,05
T015195,2020,07,08
T015196,2019,10,11
T015197,2019,10,02
T015198,2019,09,08
T015199,2014,07,04
T015200,2015,07,16
T015201,2020,10,31
T015202,2020,03,22
T015203,2016,02,18
T015204,2018,06,12
T015205,2020,02,01
T015206,2019,03,09
T015207,2018,02,21
T015208,2018,11,26
T015209,2017,03,06
T015210,2017,12,13
T015211,2016,05,01
T015212,2015,02,22
T015213,2014,10,14
T015214,2017,07,24
T015215,2015,02,17
T015216,2017,06,25
T015217,2018,11,13
T015218,2018,07,22
T015219,2016,10,14
T015220,2020,08,29
T015221,2016,01,26
T015222,2014,06,24
T015223,2017,05,01
T015224,2015,01,30
T015225,2018,06,02
T015226,2016,09,06
T015227,2020,10,06
T015228,2016,01,09
T015229,2018,08,21
T015230,2018,07,22
T015231,2020,06,20
T015232,2016,08,12
T015233,2016,01,04
T015234,2018,07,31
T015235,2015,08,07
T015236,2014,09,10
T015237,2019,12,22
T015238,2017,02,05
T015239,2019,06,21
T015240,2014,04,30
T015241,2017,11,16
T015242,2017,02,03
T015243,2016,04,22
T015244,2019,09,08
T015245,2015,03,03
T015246,2019,10,28
T015247,2019,01,18
T015248,2015,08,25
T015249,2014,07,16
T015250,2014,12,14
T015251,2015,05,17
T015252,2018,09,21
T015253,2018,08,28
T015254,2018,06,07
T015255,2020,05,30
T015256,2020,01,09
T015257,2016,02,21
T015258,2019,09,22
T015259,2020,07,27
T015260,2020,09,06
T015261,2017,10,11
T015262,2017,03,01
T015263,2016,03,03
T015264,2016,12,23
T015265,2014,10,13
T015266,2020,08,13
T015267,2016,06,28
T015268,2016,04,20
T015269,2020,05,31
T015270,2020,05,04
T015271,2020,08,04
T015272,2018,12,30
T015273,2014,08,14
T015274,2020,10,16
T015275,2018,08,19
T015276,2014,09,27
T015277,2018,09,11
T015278,2014,09,16
T015279,2017,03,03
T015280,2018,08,02
T015281,2018,12,10
T015282,2015,01,20
T015283,2020,07,23
T015284,2015,12,21
T015285,2016,07,23
T015286,2019,08,22
T015287,2017,03,17
T015288,2017,07,21
T015289,2020,08,29
T015290,2019,06,01
T015291,2015,12,09
T015292,2020,04,24
T015293,2018,09,30
T015294,2015,09,19
T015295,2017,09,13
T015296,2018,11,22
T015297,2016,04,18
T015298,2015,12,08
T015299,2016,03,11
T015300,2015,02,18
T015301,2015,03,09
T015302,2019,04,03
T015303,2015,02,04
T015304,2019,02,16
T015305,2016,05,28
T015306,2017,08,09
T015307,2015,03,19
T015308,2019,01,17
T015309,2020,06,19
T015310,2014,04,27
T015311,2017,02,05
T015312,2020,06,27
T015313,2018,07,16
T015314,2016,11,07
T015315,2015,12,26
T015316,2020,05,25
T015317,2017,05,21
T015318,2018,04,30
T015319,2020,07,14
T015320,2019,11,02
T015321,2016,12,01
T015322,2015,09,12
T015323,2016,12,24
T015324,2017,10,28
T015325,2018,05,23
T015326,2017,11,12
T015327,2015,06,19
T015328,2015,09,05
T015329,2014,04,17
T015330,2014,07,26
T015331,2018,03,07
T015332,2020,06,04
T015333,2020,07,01
T015334,2018,07,18
T015335,2016,05,31
T015336,2014,04,25
T015337,2018,08,02
T015338,2016,06,15
T015339,2017,06,03
T015340,2020,03,14
T015341,2017,08,01
T015342,2014,05,10
T015343,2016,05,28
T015344,2018,07,31
T015345,2015,10,02
T015346,2014,08,01
T015347,2017,05,29
T015348,2018,04,13
T015349,2019,09,12
T015350,2017,01,01
T015351,2018,08,07
T015352,2019,04,22
T015353,2019,04,24
T015354,2018,02,17
T015355,2018,03,02
T015356,2015,05,08
T015357,2017,09,22
T015358,2019,03,18
T015359,2020,08,02
T015360,2015,09,20
T015361,2019,01,24
T015362,2019,02,27
T015363,2017,11,26
T015364,2020,03,27
T015365,2015,10,09
T015366,2018,09,24
T015367,2017,04,09
T015368,2020,04,29
T015369,2014,03,10
T015370,2019,11,10
T015371,2016,03,10
T015372,2017,01,07
T015373,2019,10,24
T015374,2018,10,05
T015375,2018,08,01
T015376,2016,01,19
T015377,2019,01,28
T015378,2018,02,21
T015379,2014,07,14
T015380,2018,12,27
T015381,2019,10,21
T015382,2016,04,10
T015383,2017,08,22
T015384,2017,08,21
T015385,2017,05,11
T015386,2016,09,17
T015387,2019,08,13
T015388,2019,07,06
T015389,2017,01,10
T015390,2020,09,15
T015391,2020,03,08
T015392,2014,08,04
T015393,2016,12,31
T015394,2014,07,30
T015395,2020,05,02
T015396,2020,06,07
T015397,2017,05,24
T015398,2018,12,17
T015399,2015,08,07
T015400,2015,11,24
T015401,2018,11,05
T015402,2019,01,10
T015403,2020,03,08
T015404,2016,06,27
T015405,2016,04,22
T015406,2017,02,16
T015407,2015,09,21
T015408,2018,04,27
T015409,2017,07,30
T015410,2017,11,13
T015411,2020,01,18
T015412,2018,11,04
T015413,2015,12,16
T015414,2016,09,05
T015415,2014,07,28
T015416,2018,07,07
T015417,2014,11,22
T015418,2014,04,03
T015419,2020,04,13
T015420,2014,07,21
T015421,2019,09,17
T015422,2016,08,28
T015423,2015,08,27
T015424,2018,01,10
T015425,2015,07,03
T015426,2020,08,31
T015427,2019,03,01
T015428,2014,12,07
T015429,2018,04,03
T015430,2017,07,05
T015431,2021,01,22
T015432,2017,02,18
T015433,2018,06,11
T015434,2020,03,30
T015435,2015,11,16
T015436,2017,10,14
T015437,2014,09,20
T015438,2014,02,07
T015439,2017,05,20
T015440,2018,06,25
T015441,2015,02,22
T015442,2014,06,16
T015443,2019,08,03
T015444,2020,10,14
T015445,2017,05,05
T015446,2020,12,18
T015447,2015,12,05
T015448,2014,07,14
T015449,2019,09,19
T015450,2018,07,11
T015451,2014,04,19
T015452,2014,11,03
T015453,2020,08,22
T015454,2016,05,01
T015455,2014,05,16
T015456,2016,01,31
T015457,2016,04,02
T015458,2019,11,05
T015459,2014,02,09
T015460,2019,09,22
T015461,2019,09,23
T015462,2020,10,12
T015463,2017,01,08
T015464,2019,02,02
T015465,2014,07,24
T015466,2017,12,10
T015467,2016,01,14
T015468,2019,04,19
T015469,2017,09,03
T015470,2014,02,06
T015471,2014,05,28
T015472,2019,05,10
T015473,2020,05,04
T015474,2019,03,25
T015475,2018,07,02
T015476,2019,03,07
T015477,2018,10,25
T015478,2015,08,29
T015479,2019,11,23
T015480,2015,02,18
T015481,2020,08,29
T015482,2020,10,27
T015483,2017,10,08
T015484,2015,06,05
T015485,2015,04,11
T015486,2015,03,14
T015487,2018,06,17
T015488,2015,01,31
T015489,2017,11,03
T015490,2019,11,11
T015491,2018,02,26
T015492,2014,09,14
T015493,2019,10,23
T015494,2020,10,05
T015495,2014,02,20
T015496,2016,11,23
T015497,2020,04,04
T015498,2017,09,03
T015499,2014,06,05
T015500,2017,03,21
T015501,2019,09,25
T015502,2020,05,30
T015503,2014,03,17
T015504,2015,03,14
T015505,2017,06,10
T015506,2015,08,18
T015507,2020,07,24
T015508,2019,10,20
T015509,2015,04,08
T015510,2015,04,02
T015511,2016,02,20
T015512,2017,02,11
T015513,2020,02,19
T015514,2020,08,16
T015515,2017,11,25
T015516,2020,08,17
T015517,2017,05,11
T015518,2020,01,02
T015519,2014,05,03
T015520,2017,02,26
T015521,2014,01,22
T015522,2020,11,10
T015523,2018,05,21
T015524,2019,10,31
T015525,2016,07,14
T015526,2019,07,03
T015527,2014,08,30
T015528,2019,06,29
T015529,2020,02,22
T015530,2019,10,30
T015531,2020,09,01
T015532,2019,01,05
T015533,2019,11,07
T015534,2016,06,02
T015535,2017,02,24
T015536,2018,07,19
T015537,2019,11,12
T015538,2019,05,12
T015539,2017,02,17
T015540,2018,04,29
T015541,2019,11,24
T015542,2020,04,23
T015543,2018,07,26
T015544,2017,10,03
T015545,2016,12,06
T015546,2017,01,04
T015547,2019,11,30
T015548,2016,10,14
T015549,2020,03,08
T015550,2020,01,02
T015551,2015,04,11
T015552,2017,05,06
T015553,2019,03,02
T015554,2018,11,28
T015555,2018,10,10
T015556,2015,11,13
T015557,2014,08,28
T015558,2019,07,03
T015559,2015,01,20
T015560,2016,04,03
T015561,2016,12,01
T015562,2017,10,31
T015563,2020,02,06
T015564,2017,11,29
T015565,2018,07,18
T015566,2019,08,17
T015567,2019,12,12
T015568,2019,02,21
T015569,2018,06,11
T015570,2017,01,25
T015571,2019,06,21
T015572,2016,05,14
T015573,2020,07,06
T015574,2015,02,25
T015575,2015,07,30
T015576,2019,09,12
T015577,2016,01,17
T015578,2019,01,22
T015579,2020,04,05
T015580,2014,02,16
T015581,2015,09,30
T015582,2016,12,24
T015583,2018,05,07
T015584,2015,06,04
T015585,2017,08,24
T015586,2014,08,08
T015587,2020,11,10
T015588,2017,04,17
T015589,2019,10,21
T015590,2018,09,20
T015591,2014,12,04
T015592,2020,02,09
T015593,2015,09,14
T015594,2018,06,29
T015595,2015,11,21
T015596,2014,12,03
T015597,2019,06,23
T015598,2017,03,31
T015599,2015,02,07
T015600,2018,07,06
T015601,2018,04,08
T015602,2015,07,17
T015603,2017,02,22
T015604,2020,05,18
T015605,2016,07,14
T015606,2014,05,26
T015607,2018,10,13
T015608,2014,07,06
T015609,2015,05,03
T015610,2014,02,09
T015611,2015,09,12
T015612,2014,09,24
T015613,2014,10,13
T015614,2015,04,07
T015615,2020,09,02
T015616,2014,02,05
T015617,2016,11,27
T015618,2018,10,30
T015619,2015,04,14
T015620,2014,09,30
T015621,2019,02,11
T015622,2016,07,07
T015623,2014,05,23
T015624,2014,07,02
T015625,2014,09,24
T015626,2016,11,09
T015627,2018,06,22
T015628,2017,08,18
T015629,2017,01,24
T015630,2014,11,14
T015631,2019,01,21
T015632,2017,07,22
T015633,2018,11,09
T015634,2018,05,25
T015635,2014,04,28
T015636,2015,11,03
T015637,2016,02,28
T015638,2018,12,20
T015639,2019,08,04
T015640,2014,10,17
T015641,2016,12,15
T015642,2015,01,01
T015643,2019,11,07
T015644,2020,11,12
T015645,2017,09,22
T015646,2015,01,15
T015647,2014,04,03
T015648,2019,03,15
T015649,2014,03,28
T015650,2015,10,21
T015651,2015,09,22
T015652,2019,01,15
T015653,2014,07,18
T015654,2018,02,19
T015655,2019,02,20
T015656,2014,11,22
T015657,2016,09,27
T015658,2019,05,12
T015659,2017,02,04
T015660,2017,08,16
T015661,2016,07,20
T015662,2018,07,31
T015663,2020,03,20
T015664,2015,12,16
